window_id,start_time,end_time,split,regime_label,gnn_top_pairs,parsed_top_pairs,confidence,parse_ok,parse_error,top3_overlap_rate,jaccard_at_3,top1_match_rate
2118,2025-03-10T03:00:00,2025-03-10T14:00:00,test,idle,"[""tc_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""ts_bottom_pressure__tu_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2119,2025-03-10T04:00:00,2025-03-10T15:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2120,2025-03-10T05:00:00,2025-03-10T16:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_interval_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2121,2025-03-10T06:00:00,2025-03-10T17:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2122,2025-03-10T07:00:00,2025-03-10T18:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2123,2025-03-10T08:00:00,2025-03-10T19:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2124,2025-03-10T09:00:00,2025-03-10T20:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2125,2025-03-10T10:00:00,2025-03-10T21:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2126,2025-03-10T11:00:00,2025-03-10T22:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2127,2025-03-10T12:00:00,2025-03-10T23:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2128,2025-03-10T13:00:00,2025-03-11T00:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2129,2025-03-10T14:00:00,2025-03-11T01:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2130,2025-03-10T15:00:00,2025-03-11T02:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2131,2025-03-10T16:00:00,2025-03-11T03:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2132,2025-03-10T17:00:00,2025-03-11T04:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2133,2025-03-10T18:00:00,2025-03-11T05:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2134,2025-03-10T19:00:00,2025-03-11T06:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2135,2025-03-10T20:00:00,2025-03-11T07:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2136,2025-03-10T21:00:00,2025-03-11T08:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2137,2025-03-10T22:00:00,2025-03-11T09:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2138,2025-03-10T23:00:00,2025-03-11T10:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2139,2025-03-11T00:00:00,2025-03-11T11:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2140,2025-03-11T01:00:00,2025-03-11T12:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2141,2025-03-11T02:00:00,2025-03-11T13:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2142,2025-03-11T03:00:00,2025-03-11T14:00:00,test,idle,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__ts_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2143,2025-03-11T04:00:00,2025-03-11T15:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tn_bottom_pressure__ts_bottom_pressure"", ""tl_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2144,2025-03-11T05:00:00,2025-03-11T16:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tn_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2145,2025-03-11T06:00:00,2025-03-11T17:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tc_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tl_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2146,2025-03-11T07:00:00,2025-03-11T18:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tn_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2147,2025-03-11T08:00:00,2025-03-11T19:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tn_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2148,2025-03-11T09:00:00,2025-03-11T20:00:00,test,producing,"[""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure"", ""tn_bottom_pressure__ts_bottom_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tn_bottom_pressure"", ""tc_interval_pressure__tn_interval_pressure""]",0.7,True,,0.0,0.0,0.0
2149,2025-03-11T10:00:00,2025-03-11T21:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tl_bottom_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tl_interval_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2150,2025-03-11T11:00:00,2025-03-11T22:00:00,test,producing,"[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2151,2025-03-11T12:00:00,2025-03-11T23:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2152,2025-03-11T13:00:00,2025-03-12T00:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2153,2025-03-11T14:00:00,2025-03-12T01:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2154,2025-03-11T15:00:00,2025-03-12T02:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_interval_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]","[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2155,2025-03-11T16:00:00,2025-03-12T03:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2156,2025-03-11T17:00:00,2025-03-12T04:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.6666666666666666,0.5,0.0
2157,2025-03-11T18:00:00,2025-03-12T05:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure""]","[""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]",0.7,True,,0.6666666666666666,0.5,0.0
2158,2025-03-11T19:00:00,2025-03-12T06:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]",0.7,True,,0.6666666666666666,0.5,1.0
2159,2025-03-11T20:00:00,2025-03-12T07:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]","[""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]",0.7,True,,0.6666666666666666,0.5,0.0
2160,2025-03-11T21:00:00,2025-03-12T08:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.6666666666666666,0.5,1.0
2161,2025-03-11T22:00:00,2025-03-12T09:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_bottom_pressure__tu_bottom_pressure""]",0.7,True,,0.6666666666666666,0.5,0.0
2162,2025-03-11T23:00:00,2025-03-12T10:00:00,test,producing,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,0.0
2163,2025-03-12T00:00:00,2025-03-12T11:00:00,test,idle,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]","[""tl_interval_pressure__tn_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure"", ""tn_bottom_pressure__ts_bottom_pressure""]",0.7,True,,0.0,0.0,0.0
2164,2025-03-12T01:00:00,2025-03-12T12:00:00,test,idle,"[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""tn_interval_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_bottom_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.6666666666666666,0.5,1.0
2165,2025-03-12T02:00:00,2025-03-12T13:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2166,2025-03-12T03:00:00,2025-03-12T14:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2167,2025-03-12T04:00:00,2025-03-12T15:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2168,2025-03-12T05:00:00,2025-03-12T16:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2169,2025-03-12T06:00:00,2025-03-12T17:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2170,2025-03-12T07:00:00,2025-03-12T18:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure"", ""ts_bottom_pressure__ts_interval_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2171,2025-03-12T08:00:00,2025-03-12T19:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2172,2025-03-12T09:00:00,2025-03-12T20:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2173,2025-03-12T10:00:00,2025-03-12T21:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2174,2025-03-12T11:00:00,2025-03-12T22:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2175,2025-03-12T12:00:00,2025-03-12T23:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2176,2025-03-12T13:00:00,2025-03-13T00:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2177,2025-03-12T14:00:00,2025-03-13T01:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2178,2025-03-12T15:00:00,2025-03-13T02:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2179,2025-03-12T16:00:00,2025-03-13T03:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2180,2025-03-12T17:00:00,2025-03-13T04:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2181,2025-03-12T18:00:00,2025-03-13T05:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2182,2025-03-12T19:00:00,2025-03-13T06:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2183,2025-03-12T20:00:00,2025-03-13T07:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2184,2025-03-12T21:00:00,2025-03-13T08:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2185,2025-03-12T22:00:00,2025-03-13T09:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2186,2025-03-12T23:00:00,2025-03-13T10:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2187,2025-03-13T00:00:00,2025-03-13T11:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2188,2025-03-13T01:00:00,2025-03-13T12:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
