model,monitoring_location_id,flow_rate,rolling_21,true_label,arima_test_rmse,llm_prediction,llm_confidence,parse_ok,parse_error
phi-3.5-mini-instruct,USGS-12472800,92100.0,104428.57142857143,High,31822.81984033152,High,0.95,True,
phi-3.5-mini-instruct,USGS-12510500,3050.0,3966.190476190476,Medium,3492.406807749207,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12445000,1250.0,2148.095238095238,Low,2161.6195853191502,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12462500,1560.0,2650.0,Low,3884.520412338176,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452990,131.0,129.61904761904762,Low,464.545206702337,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12510500,2540.0,3445.2380952380954,Low,3492.406807749207,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,1730.0,1183.3333333333333,Low,309.4773905537867,High,0.9,True,
phi-3.5-mini-instruct,USGS-13344500,60.2,70.5,Low,183.7302587220333,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12442500,8100.0,7552.380952380952,Medium,1966.7599058711344,High,0.9,True,
phi-3.5-mini-instruct,USGS-12462500,686.0,665.9047619047619,Low,3884.520412338176,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12472600,175.0,162.0952380952381,Low,56.52799863011091,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14015000,303.0,131.23333333333335,Low,169.295782003557,High,0.9,True,
phi-3.5-mini-instruct,USGS-12484500,1800.0,1870.4761904761904,Low,2404.9955726944195,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12439500,236.0,1214.142857142857,Low,253.09296883655048,Low,0.98,True,
phi-3.5-mini-instruct,USGS-12502500,107.0,88.66666666666667,Low,83.27659503307245,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12439500,311.0,297.1428571428572,Low,253.09296883655048,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14015000,18.0,36.57142857142857,Low,169.295782003557,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14111400,2810.0,2119.0476190476197,Low,753.8943709183061,High,0.9,True,
phi-3.5-mini-instruct,USGS-12505450,21.0,22.11904761904762,Low,28.497420484692174,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12431500,373.0,386.3333333333333,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12508990,778.0,747.8571428571429,Low,3228.228865323477,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12451000,1800.0,2047.142857142857,Low,1255.535243930351,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12452990,425.0,244.3809523809524,Low,464.545206702337,High,0.9,True,
phi-3.5-mini-instruct,USGS-12472800,181000.0,137333.33333333334,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12457000,2140.0,2629.5238095238096,Low,2623.5994617046144,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12510500,3390.0,5589.523809523809,Medium,3492.406807749207,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12439500,1140.0,838.8095238095239,Low,253.09296883655048,High,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,1810.0,1475.2380952380952,Low,6063.167585115459,High,0.85,True,
phi-3.5-mini-instruct,USGS-13351000,77.2,57.10952380952381,Low,936.9136059387152,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12449500,380.0,369.04761904761904,Low,1502.8300317743503,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12448998,181.0,177.5,Low,309.39979389679627,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12448000,97.2,125.63333333333333,Low,424.7138682386691,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13344500,228.0,271.2857142857143,Low,183.7302587220333,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452990,256.0,405.5238095238095,Low,464.545206702337,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452800,306.0,315.04761904761904,Low,377.8042179976496,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,13600.0,11348.09523809524,High,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-12445000,19900.0,5452.857142857143,High,2161.6195853191502,High,0.95,True,
phi-3.5-mini-instruct,USGS-12510500,2170.0,1698.571428571429,Low,3492.406807749207,High,0.9,True,
phi-3.5-mini-instruct,USGS-12447200,2670.0,2039.047619047619,Low,2142.1682734627743,High,0.9,True,
phi-3.5-mini-instruct,USGS-12424000,997.0,769.5238095238095,Low,486.192387119909,High,0.85,True,
phi-3.5-mini-instruct,USGS-12464800,0.4,0.3752380952380952,Low,10.235605106276356,Low,0.95,True,
phi-3.5-mini-instruct,USGS-12500450,1680.0,1698.095238095238,Low,2543.163189720396,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12459000,2610.0,1673.3333333333333,Low,3552.3653423727915,High,0.9,True,
phi-3.5-mini-instruct,USGS-12449500,7840.0,4717.142857142857,Medium,1502.8300317743503,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448000,92.0,89.86666666666667,Low,424.7138682386691,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12448000,46.0,52.66666666666666,Low,424.7138682386691,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12448500,263.0,277.7619047619048,Low,1154.4545536589758,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12424000,35.0,37.80476190476191,Low,486.192387119909,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12505450,37.8,26.15714285714285,Low,28.497420484692174,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12508990,961.0,928.904761904762,Low,3228.228865323477,High,0.9,True,
phi-3.5-mini-instruct,USGS-14107000,126.0,105.0,Low,309.4773905537867,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13334300,22900.0,22666.666666666668,High,18631.86432537051,High,0.95,True,
phi-3.5-mini-instruct,USGS-12445000,9030.0,7427.619047619048,Medium,2161.6195853191502,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013000,81.0,169.71428571428572,Low,139.96007401129722,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,240.0,328.9047619047619,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12458000,1710.0,2049.5238095238096,Low,778.0209698128198,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14113000,1540.0,1903.3333333333333,Low,1233.3436263976494,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12464800,1.9,1.7333333333333332,Low,10.235605106276356,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14013700,103.0,80.79523809523809,Low,173.22209602109686,High,0.85,True,
phi-3.5-mini-instruct,USGS-14013000,62.0,102.23809523809524,Low,139.96007401129722,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452800,827.0,1334.5238095238096,Low,377.8042179976496,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12431000,169.0,153.9047619047619,Low,230.0085108294793,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12452990,1400.0,2861.428571428572,Low,464.545206702337,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12451000,404.0,397.7142857142857,Low,1255.535243930351,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12467000,31.2,33.804761904761904,Low,46.87120300321422,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12457000,416.0,520.3333333333334,Low,2623.5994617046144,Low,0.65,True,
phi-3.5-mini-instruct,USGS-13335050,44.0,43.285714285714285,Low,87.55100282214526,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14015000,85.0,130.96666666666667,Low,169.295782003557,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12510500,3280.0,2893.333333333333,Medium,3492.406807749207,High,0.9,True,
phi-3.5-mini-instruct,USGS-12465000,2.08,3.0685714285714285,Low,53.21281910789904,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12457000,1040.0,515.8571428571429,Low,2623.5994617046144,High,0.9,True,
phi-3.5-mini-instruct,USGS-13335050,42.7,38.457142857142856,Low,87.55100282214526,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12500450,3040.0,3065.2380952380954,Medium,2543.163189720396,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12448998,42.0,43.095238095238095,Low,309.39979389679627,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12484500,3630.0,3090.9523809523807,Medium,2404.9955726944195,High,0.9,True,
phi-3.5-mini-instruct,USGS-12458000,116.0,132.33333333333334,Low,778.0209698128198,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14018500,320.0,630.9047619047619,Low,918.4129278545872,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13348000,10.5,11.952380952380953,Low,136.48781261754797,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12452800,1030.0,1318.095238095238,Low,377.8042179976496,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,0.0,0.0,Low,28.439489028704404,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12447200,2060.0,2826.6666666666665,Low,2142.1682734627743,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12502500,194.0,237.23809523809524,Low,83.27659503307245,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12472600,318.0,280.3809523809524,Low,56.52799863011091,High,0.85,True,
phi-3.5-mini-instruct,USGS-12472800,145000.0,124557.14285714286,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12510500,2080.0,2097.619047619048,Low,3492.406807749207,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12510500,1870.0,1601.428571428571,Low,3492.406807749207,High,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,204.0,354.7142857142857,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,1.17,1.9809523809523808,Low,28.439489028704404,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14113000,656.0,682.3809523809524,Low,1233.3436263976494,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12472600,241.0,198.66666666666663,Low,56.52799863011091,High,0.85,True,
phi-3.5-mini-instruct,USGS-14111400,1800.0,1774.7619047619048,Low,753.8943709183061,High,0.9,True,
phi-3.5-mini-instruct,USGS-12465000,0.98,1.296666666666668,Low,53.21281910789904,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12449950,304.0,310.61538461538464,Low,1670.1993533228897,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12452500,1190.0,1205.7142857142858,Low,1009.0855554321142,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14015000,92.4,233.3571428571429,Low,169.295782003557,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14018500,1420.0,1159.809523809524,Low,918.4129278545872,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448998,101.0,132.42857142857142,Low,309.39979389679627,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12459000,648.0,758.5714285714286,Low,3552.3653423727915,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12456500,87.0,80.23809523809524,Low,429.0969748447744,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12502500,23.8,32.82857142857143,Low,83.27659503307245,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12472800,144000.0,104371.42857142857,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452890,244.0,397.3809523809524,Low,81.48119864454674,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14018500,93.2,259.4142857142857,Low,918.4129278545872,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12484500,1250.0,1452.3809523809523,Low,2404.9955726944195,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12449500,601.0,1009.2380952380952,Low,1502.8300317743503,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14013700,90.0972972972973,94.72727272727272,Low,173.22209602109686,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14015000,62.8,104.92857142857144,Low,169.295782003557,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12500450,5420.0,4690.952380952381,Medium,2543.163189720396,High,0.9,True,
phi-3.5-mini-instruct,USGS-14015000,77.6,90.4904761904762,Low,169.295782003557,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12502500,13.0,14.861904761904762,Low,83.27659503307245,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12472600,206.0,199.33333333333337,Low,56.52799863011091,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12452990,710.0,1003.8571428571428,Low,464.545206702337,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12431500,825.0,897.5714285714286,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12452500,2500.0,1687.857142857143,Low,1009.0855554321142,High,0.9,True,
phi-3.5-mini-instruct,USGS-13351000,26.4,38.819047619047616,Low,936.9136059387152,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14013700,72.61621621621622,75.12727272727273,Low,173.22209602109686,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12502500,128.0,116.97142857142858,Low,83.27659503307245,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12472600,243.0,215.1428571428571,Low,56.52799863011091,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12448500,1560.0,1020.0,Low,1154.4545536589758,High,0.9,True,
phi-3.5-mini-instruct,USGS-12500450,2470.0,2893.809523809524,Low,2543.163189720396,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452500,1480.0,1685.809523809524,Low,1009.0855554321142,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12448998,76.4,72.62857142857142,Low,309.39979389679627,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12464800,1.26,0.8252380952380959,Low,10.235605106276356,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-14018500,105.0,61.85714285714285,Low,918.4129278545872,High,0.9,True,
phi-3.5-mini-instruct,USGS-12449500,448.0,683.4761904761905,Low,1502.8300317743503,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12457000,6540.0,5184.761904761905,Medium,2623.5994617046144,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013700,180.0,235.0,Low,173.22209602109686,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12449500,233.0,279.42857142857144,Low,1502.8300317743503,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452800,725.0,802.7619047619048,Low,377.8042179976496,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14015000,205.0,184.64761904761903,Low,169.295782003557,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12488500,201.0,209.7142857142857,Low,279.3940058356053,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12447390,22.3,12.985714285714286,Low,37.20775723529282,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12488500,166.0,155.93333333333334,Low,279.3940058356053,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12465000,44.5,62.09047619047618,Low,53.21281910789904,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14111400,2380.0,1852.857142857143,Low,753.8943709183061,High,0.9,True,
phi-3.5-mini-instruct,USGS-12445000,1100.0,1595.857142857143,Low,2161.6195853191502,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14013700,20.4,21.40476190476189,Low,173.22209602109686,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12447200,1760.0,1666.190476190476,Low,2142.1682734627743,High,0.9,True,
phi-3.5-mini-instruct,USGS-12456500,1910.0,1838.095238095238,Low,429.0969748447744,High,0.9,True,
phi-3.5-mini-instruct,USGS-13348000,44.5,35.733333333333334,Low,136.48781261754797,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12442500,2350.0,1234.7619047619048,Low,1966.7599058711344,High,0.9,True,
phi-3.5-mini-instruct,USGS-14018500,1650.0,809.6190476190476,Low,918.4129278545872,High,0.95,True,
phi-3.5-mini-instruct,USGS-12447200,1330.0,872.6666666666666,Low,2142.1682734627743,High,0.9,True,
phi-3.5-mini-instruct,USGS-12464800,0.2,0.0861904761904761,Low,10.235605106276356,Low,0.95,True,
phi-3.5-mini-instruct,USGS-12502500,21.5,18.228571428571428,Low,83.27659503307245,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12452800,198.0,161.42857142857142,Low,377.8042179976496,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12449500,228.0,222.7142857142857,Low,1502.8300317743503,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12448000,2500.0,1756.190476190476,Low,424.7138682386691,High,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,21000.0,21828.571428571428,High,18631.86432537051,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12456500,2010.0,1345.142857142857,Low,429.0969748447744,High,0.9,True,
phi-3.5-mini-instruct,USGS-12484500,1240.0,1147.0,Low,2404.9955726944195,High,0.9,True,
phi-3.5-mini-instruct,USGS-14107000,92.8,98.4904761904762,Low,309.4773905537867,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12505450,20.0,19.38095238095238,Low,28.497420484692174,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,2280.0,2736.6666666666665,Low,6063.167585115459,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12445000,670.0,828.0952380952381,Low,2161.6195853191502,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,1.76,2.894761904761905,Low,28.439489028704404,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12510500,2750.0,3830.9523809523807,Low,3492.406807749207,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12424000,349.0,145.9809523809524,Low,486.192387119909,High,0.9,True,
phi-3.5-mini-instruct,USGS-14018500,40.1,21.047619047619047,Low,918.4129278545872,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12467000,36.5,53.39999999999999,Low,46.87120300321422,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14013000,87.8,139.98571428571427,Low,139.96007401129722,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12484500,1380.0,2208.095238095238,Low,2404.9955726944195,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12459000,1080.0,675.1904761904761,Low,3552.3653423727915,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013700,32.1,25.12857142857143,Low,173.22209602109686,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12459000,1110.0,1482.3809523809523,Low,3552.3653423727915,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12422500,2510.0,2121.904761904762,Low,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-14015000,136.0,164.2,Low,169.295782003557,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12448998,334.0,550.047619047619,Low,309.39979389679627,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452990,1760.0,2050.285714285714,Low,464.545206702337,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14015000,50.1,30.166666666666668,Low,169.295782003557,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-13351000,56.0,43.74285714285715,Low,936.9136059387152,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12447200,591.0,576.8571428571429,Low,2142.1682734627743,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-13348000,16.1,20.276190476190475,Low,136.48781261754797,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452800,93.7,105.58095238095235,Low,377.8042179976496,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12447390,124.0,206.1428571428571,Low,37.20775723529282,Low,0.65,True,
phi-3.5-mini-instruct,USGS-13344500,387.0,356.1428571428572,Low,183.7302587220333,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-14107000,472.0,489.7142857142857,Low,309.4773905537867,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12458000,321.0,402.9333333333333,Low,778.0209698128198,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12422500,588.0,610.5714285714286,Low,6063.167585115459,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12472600,132.0,131.0,Low,56.52799863011091,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12510500,6580.0,6973.809523809524,Medium,3492.406807749207,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12457000,5080.0,6274.285714285715,Medium,2623.5994617046144,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12447390,5.98,5.239047619047619,Low,37.20775723529282,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12452800,257.0,178.76190476190476,Low,377.8042179976496,High,0.85,True,
phi-3.5-mini-instruct,USGS-12452990,272.0,194.8095238095238,Low,464.545206702337,High,0.85,True,
phi-3.5-mini-instruct,USGS-12472600,151.0,136.7190476190476,Low,56.52799863011091,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13351000,48.2,45.89523809523809,Low,936.9136059387152,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12500450,1190.0,1480.0,Low,2543.163189720396,Low,0.65,True,
phi-3.5-mini-instruct,USGS-13348000,42.8,76.03333333333333,Low,136.48781261754797,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13334300,13900.0,15576.190476190475,High,18631.86432537051,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12505450,48.0,49.333333333333336,Low,28.497420484692174,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12456500,127.0,138.61904761904762,Low,429.0969748447744,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12462500,673.0,883.4285714285714,Low,3884.520412338176,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12449950,262.0,265.3809523809524,Low,1670.1993533228897,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14111400,656.0,726.8571428571429,Low,753.8943709183061,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448500,211.0,202.23809523809524,Low,1154.4545536589758,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12502500,23.0,19.38095238095238,Low,83.27659503307245,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12439500,298.0,352.57142857142856,Low,253.09296883655048,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12456500,177.0,124.34761904761906,Low,429.0969748447744,High,0.85,True,
phi-3.5-mini-instruct,USGS-13334300,18100.0,17314.285714285714,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-12451000,537.0,944.2857142857144,Low,1255.535243930351,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12449950,250.0,254.42857142857144,Low,1670.1993533228897,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12510500,8480.0,4406.666666666667,Medium,3492.406807749207,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448998,54.17333333333334,54.14,Low,309.39979389679627,Medium,0.99,True,
phi-3.5-mini-instruct,USGS-13334300,14500.0,15995.238095238095,High,18631.86432537051,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14018500,43.9,36.095238095238095,Low,918.4129278545872,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14018500,1260.0,1359.6666666666667,Low,918.4129278545872,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14013000,38.0,35.29047619047619,Low,139.96007401129722,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12452890,28.4,37.73809523809524,Low,81.48119864454674,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12472800,75600.0,64066.66666666666,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12458000,718.0,661.7142857142857,Low,778.0209698128198,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12467000,15.3,14.828571428571427,Low,46.87120300321422,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12449950,4950.0,4409.523809523809,Medium,1670.1993533228897,High,0.9,True,
phi-3.5-mini-instruct,USGS-12457000,2650.0,3100.4761904761904,Low,2623.5994617046144,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12508990,3100.0,2800.4761904761904,Medium,3228.228865323477,High,0.9,True,
phi-3.5-mini-instruct,USGS-14107000,348.0,219.1904761904762,Low,309.4773905537867,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12442500,1320.0,1521.428571428571,Low,1966.7599058711344,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13344500,329.0,357.57142857142856,Low,183.7302587220333,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12500450,3550.0,3476.190476190476,Medium,2543.163189720396,High,0.9,True,
phi-3.5-mini-instruct,USGS-12447390,39.2,49.32380952380952,Low,37.20775723529282,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14107000,223.0,194.7619047619048,Low,309.4773905537867,High,0.85,True,
phi-3.5-mini-instruct,USGS-12472800,114000.0,129747.61904761904,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12447383,0.0,0.0,Low,673.2079271093021,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12422500,14000.0,19852.38095238095,High,6063.167585115459,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12462500,1460.0,2269.0476190476197,Low,3884.520412338176,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452890,53.0,81.41904761904763,Low,81.48119864454674,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12445000,1680.0,1514.7619047619048,Low,2161.6195853191502,High,0.85,True,
phi-3.5-mini-instruct,USGS-12452500,2410.0,2422.8571428571427,Low,1009.0855554321142,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12424000,28.8,45.73333333333333,Low,486.192387119909,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,89.1,115.74285714285712,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12488500,33.0,36.67619047619047,Low,279.3940058356053,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448500,190.0,199.0,Low,1154.4545536589758,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12502500,20.3,23.290476190476188,Low,83.27659503307245,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12422500,3310.0,3620.0,Medium,6063.167585115459,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12464800,37.5,34.62857142857143,Low,10.235605106276356,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12456500,94.0,83.95238095238095,Low,429.0969748447744,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12447383,5.0,5.690476190476191,Low,673.2079271093021,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,15400.0,19071.42857142857,High,18631.86432537051,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12465400,0.05,1.6509523809523918,Low,28.439489028704404,Low,0.98,True,
phi-3.5-mini-instruct,USGS-12502500,112.0,108.0190476190476,Low,83.27659503307245,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12447383,94.3,141.0952380952381,Low,673.2079271093021,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12467000,54.6,59.44285714285714,Low,46.87120300321422,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12422500,20700.0,15833.333333333334,High,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-12442500,4960.0,3669.0476190476193,Medium,1966.7599058711344,High,0.9,True,
phi-3.5-mini-instruct,USGS-12464800,1.81,1.3676190476190475,Low,10.235605106276356,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12456500,130.0,243.23809523809524,Low,429.0969748447744,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13348000,2.88,2.563333333333333,Low,136.48781261754797,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12424000,7.93,8.372857142857143,Low,486.192387119909,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12447200,2750.0,2116.190476190476,Low,2142.1682734627743,High,0.9,True,
phi-3.5-mini-instruct,USGS-12465000,24.0,28.776190476190475,Low,53.21281910789904,Low,0.65,True,
