,source_dataset,time_raw,time,net_flow,injection_pressure,tl_interval_pressure,tl_bottom_pressure,tn_interval_pressure,tn_bottom_pressure,tc_interval_pressure,tc_bottom_pressure,tu_interval_pressure,tu_bottom_pressure,ts_interval_pressure,ts_bottom_pressure,flag_duplicate_timestamp,flag_time_gap_gt_expected,tc_injecting,tc_producing,delta_P_delta_Q
1296,ftes_1hour,2/3/2025 21:00,2025-02-03T21:00:00,-0.328556355,0.738831904,-0.339476577,-0.125114118,-0.414975516,-0.064279707,0.739911441,-0.075156796,0.355946342,-0.387037123,-0.407645919,-0.405438428,FALSE,FALSE,1,0,-0.001836718
1297,ftes_1hour,2/3/2025 22:00,2025-02-03T22:00:00,-0.327869691,0.738046989,-0.339426734,-0.122101529,-0.41504366,-0.065611245,0.739139341,-0.074128189,0.356580166,-0.387091114,-0.407603129,-0.404730521,FALSE,FALSE,1,0,-0.042112667
1298,ftes_1hour,2/3/2025 23:00,2025-02-03T23:00:00,-0.329346903,0.737540895,-0.339357097,-0.120424649,-0.415055765,-0.067000237,0.738394699,-0.075134488,0.358274074,-0.387676756,-0.407581009,-0.404845406,FALSE,FALSE,1,0,0.011844324
1299,ftes_1hour,2/4/2025 0:00,2025-02-04T00:00:00,-0.325973474,0.739743662,-0.339192582,-0.114615114,-0.415438403,-0.074970868,0.739616882,-0.074132814,0.358664007,-0.387756522,-0.40764269,-0.405156398,FALSE,FALSE,1,0,0.023116526
1300,ftes_1hour,2/4/2025 1:00,2025-02-04T01:00:00,-0.326942875,0.736728617,-0.33948508,-0.118734403,-0.415023013,-0.065921108,0.737979726,-0.07483209,0.361180445,-0.387495949,-0.407542391,-0.404673477,FALSE,FALSE,1,0,0.11235849
1301,ftes_1hour,2/4/2025 2:00,2025-02-04T02:00:00,-0.328441333,0.736570118,-0.339384323,-0.116864105,-0.415065809,-0.065662286,0.737614073,-0.075631376,0.361717874,-0.387433795,-0.407515687,-0.405010907,FALSE,FALSE,1,0,0.003243297
1302,ftes_1hour,2/4/2025 3:00,2025-02-04T03:00:00,-0.326909908,0.73660991,-0.339590491,-0.116421155,-0.41513616,-0.067231161,0.738061556,-0.07544459,0.362569487,-0.38737945,-0.407544995,-0.404530416,FALSE,FALSE,1,0,0.000345442
1303,ftes_1hour,2/4/2025 4:00,2025-02-04T04:00:00,-0.328472149,0.736160273,-0.339699974,-0.116572109,-0.415112316,-0.066788579,0.737709745,-0.073932976,0.363726985,-0.387494829,-0.407453189,-0.404051625,FALSE,FALSE,1,0,0.009854655
1304,ftes_1hour,2/4/2025 5:00,2025-02-04T05:00:00,-0.32770867,0.735681878,-0.339722788,-0.116929469,-0.415028025,-0.066075646,0.737527423,-0.074567838,0.365098248,-0.38734199,-0.407449607,-0.403930257,FALSE,FALSE,1,0,-0.023354964
1305,ftes_1hour,2/4/2025 6:00,2025-02-04T06:00:00,-0.328546951,0.735843386,-0.339446,-0.116411542,-0.415108134,-0.067480907,0.737176989,-0.075609959,0.365964839,-0.387213876,-0.407456233,-0.404661932,FALSE,FALSE,1,0,-0.007595452
1306,ftes_1hour,2/4/2025 7:00,2025-02-04T07:00:00,-0.328296926,0.736019496,-0.339411913,-0.116235056,-0.415053153,-0.067739893,0.737510202,-0.07459092,0.366909568,-0.387581189,-0.407498061,-0.404739098,FALSE,FALSE,1,0,0.024983067
1307,ftes_1hour,2/4/2025 8:00,2025-02-04T08:00:00,-0.327287121,0.736080577,-0.339489586,-0.115811185,-0.415056818,-0.067884538,0.737852859,-0.075485124,0.367531222,-0.388010309,-0.40744751,-0.405378397,FALSE,FALSE,1,0,0.001598577
1308,ftes_1hour,2/4/2025 9:00,2025-02-04T09:00:00,-0.329376281,0.736121038,-0.339730018,-0.118254511,-0.415050044,-0.067848217,0.737680479,-0.076433301,0.368034321,-0.387705784,-0.407419842,-0.40598769,FALSE,FALSE,1,0,-0.001301595
1309,ftes_1hour,2/4/2025 10:00,2025-02-04T10:00:00,-0.327397188,0.736503241,-0.339958432,-0.118493553,-0.415087395,-0.069112212,0.738596824,-0.076829734,0.368872803,-0.387579304,-0.407414173,-0.405774423,FALSE,FALSE,1,0,0.006415512
1310,ftes_1hour,2/4/2025 11:00,2025-02-04T11:00:00,-0.328148601,0.736439708,-0.339906064,-0.119047543,-0.415092918,-0.069595536,0.738312051,-0.07534509,0.369272411,-0.387526946,-0.40728089,-0.405106287,FALSE,FALSE,1,0,0.002472538
1311,ftes_1hour,2/4/2025 12:00,2025-02-04T12:00:00,-0.329081854,0.736754477,-0.339922172,-0.117449786,-0.415104703,-0.069155601,0.738502391,-0.075373582,0.369949231,-0.387346323,-0.407234945,-0.405470279,FALSE,FALSE,1,0,-0.012847594
1312,ftes_1hour,2/4/2025 13:00,2025-02-04T13:00:00,-0.327452124,0.736673889,-0.340004248,-0.116513145,-0.41514008,-0.06915244,0.738613123,-0.074739013,0.370304385,-0.387334312,-0.40738068,-0.405946577,FALSE,FALSE,1,0,-0.00239408
1313,ftes_1hour,2/4/2025 14:00,2025-02-04T14:00:00,-0.327252422,0.736084367,-0.340092483,-0.114360181,-0.415144718,-0.069664745,0.738420719,-0.074672053,0.371306831,-0.38795141,-0.407364734,-0.407038233,FALSE,FALSE,1,0,-0.107809589
1314,ftes_1hour,2/4/2025 15:00,2025-02-04T15:00:00,-0.327351228,0.735060255,-0.340035804,-0.113347078,-0.415108576,-0.070333573,0.736403165,-0.076182774,0.371203259,-0.388221482,-0.407328066,-0.406791425,FALSE,FALSE,1,0,0.375835462
1315,ftes_1hour,2/4/2025 16:00,2025-02-04T16:00:00,-0.326495622,0.734955927,-0.33997942,-0.111135529,-0.415133849,-0.069896969,0.735624153,-0.077816742,0.370507556,-0.388660122,-0.407346073,-0.40607178,FALSE,FALSE,1,0,-0.005026664
1316,ftes_1hour,2/4/2025 17:00,2025-02-04T17:00:00,-0.326304263,0.734371643,-0.34000581,-0.111743556,-0.415146065,-0.070346199,0.735146459,-0.078143272,0.370672234,-0.388588105,-0.40731969,-0.40524827,FALSE,FALSE,1,0,-0.11148932
1317,ftes_1hour,2/4/2025 18:00,2025-02-04T18:00:00,-0.327070468,0.734889049,-0.340103566,-0.110506979,-0.415138736,-0.071254164,0.735026443,-0.07938684,0.371221791,-0.38660901,-0.407302662,-0.405193364,FALSE,FALSE,1,0,-0.025123161
1318,ftes_1hour,2/4/2025 19:00,2025-02-04T19:00:00,-0.32640113,0.734601255,-0.34015108,-0.10928165,-0.415129842,-0.070403015,0.734960955,-0.079843868,0.371351068,-0.385879536,-0.407337518,-0.405501728,FALSE,FALSE,1,0,-0.016213805
1319,ftes_1hour,2/4/2025 20:00,2025-02-04T20:00:00,-0.327145591,0.733987211,-0.340269203,-0.108501174,-0.415144521,-0.069678764,0.734569728,-0.080365281,0.371550642,-0.385896959,-0.407321033,-0.405473458,FALSE,FALSE,1,0,0.029357463
1320,ftes_1hour,2/4/2025 21:00,2025-02-04T21:00:00,-0.325956722,0.734963394,-0.340134742,-0.108317802,-0.415143052,-0.070675585,0.73485664,-0.079227525,0.371470108,-0.385932574,-0.407302115,-0.405893817,FALSE,FALSE,1,0,0.029222562
1321,ftes_1hour,2/4/2025 22:00,2025-02-04T22:00:00,-0.327747455,0.734227523,-0.340203594,-0.108963446,-0.415147921,-0.069788061,0.73411856,-0.080768098,0.372277898,-0.385993647,-0.407294996,-0.405671151,FALSE,FALSE,1,0,0.014326038
1322,ftes_1hour,2/4/2025 23:00,2025-02-04T23:00:00,-0.327388561,0.734656317,-0.340347766,-0.110126841,-0.415180885,-0.069420681,0.734833602,-0.080187657,0.374758054,-0.386342345,-0.407309147,-0.405865373,FALSE,FALSE,1,0,0.042793313
1323,ftes_1hour,2/5/2025 0:00,2025-02-05T00:00:00,-0.320202808,0.734915131,-0.340909497,-0.108566715,-0.415277804,-0.06975114,0.735264069,-0.077224971,0.375597298,-0.386967019,-0.407379764,-0.404715759,FALSE,FALSE,1,0,0.000709868
1324,ftes_1hour,2/5/2025 1:00,2025-02-05T01:00:00,-0.326466275,0.734050735,-0.340434079,-0.111655298,-0.415127948,-0.072322779,0.734315404,-0.078632435,0.377564667,-0.386027839,-0.407296394,-0.405803956,FALSE,FALSE,1,0,0.00441388
1325,ftes_1hour,2/5/2025 2:00,2025-02-05T02:00:00,-0.326238538,0.734389589,-0.340105559,-0.110322567,-0.415095624,-0.072073085,0.7348505,-0.077930784,0.378633788,-0.385594417,-0.407300982,-0.404974361,FALSE,FALSE,1,0,0.053439993
1326,ftes_1hour,2/5/2025 3:00,2025-02-05T03:00:00,-0.327196627,0.734246583,-0.339923061,-0.109447847,-0.415037583,-0.070534124,0.735129255,-0.077370094,0.377818119,-0.38549612,-0.407284792,-0.405766029,FALSE,FALSE,1,0,0.004822652
1327,ftes_1hour,2/5/2025 4:00,2025-02-05T04:00:00,-0.327557636,0.734658769,-0.339786831,-0.110504332,-0.41511661,-0.070207937,0.735702831,-0.077231822,0.377572561,-0.385356616,-0.407253864,-0.405712703,FALSE,FALSE,1,0,-0.042064648
1328,ftes_1hour,2/5/2025 5:00,2025-02-05T05:00:00,-0.327735935,0.734836662,-0.339951794,-0.111128372,-0.415131182,-0.071578692,0.735904122,-0.076920485,0.376974037,-0.387366932,-0.407255164,-0.406255937,FALSE,FALSE,1,0,-0.036833526
1329,ftes_1hour,2/5/2025 6:00,2025-02-05T06:00:00,-0.326867238,0.73469845,-0.33994897,-0.11276746,-0.415181503,-0.071690534,0.735481325,-0.076987842,0.376236326,-0.387285284,-0.407351996,-0.40483414,FALSE,FALSE,1,0,-0.006376523
1330,ftes_1hour,2/5/2025 7:00,2025-02-05T07:00:00,-0.326636312,0.734341326,-0.339981349,-0.112222704,-0.415164894,-0.071247134,0.735284831,-0.077782201,0.375747682,-0.387591754,-0.407310793,-0.406052324,FALSE,FALSE,1,0,-0.056763557
1331,ftes_1hour,2/5/2025 8:00,2025-02-05T08:00:00,-0.326673953,0.733634211,-0.340179148,-0.111826364,-0.415143569,-0.073056042,0.734909725,-0.077355649,0.375475625,-0.386673801,-0.407334638,-0.405794044,FALSE,FALSE,1,0,0.681669076
1332,ftes_1hour,2/5/2025 9:00,2025-02-05T09:00:00,-0.326581582,0.734247809,-0.340153523,-0.1125376,-0.415202442,-0.071085979,0.735177274,-0.076454913,0.374940818,-0.386950076,-0.407314124,-0.406290602,FALSE,FALSE,1,0,0.240653818
1333,ftes_1hour,2/5/2025 10:00,2025-02-05T10:00:00,-0.327453451,0.734356707,-0.339925288,-0.111886421,-0.415269144,-0.071610435,0.735368804,-0.077102523,0.375566558,-0.387808957,-0.407334915,-0.40527887,FALSE,FALSE,1,0,-0.005134419
1334,ftes_1hour,2/5/2025 11:00,2025-02-05T11:00:00,-0.327234883,0.73456815,-0.339866654,-0.112805199,-0.415202414,-0.072584744,0.735565697,-0.077538618,0.376364649,-0.387747259,-0.407317808,-0.405917411,FALSE,FALSE,1,0,0.034535954
1335,ftes_1hour,2/5/2025 12:00,2025-02-05T12:00:00,-0.327230764,0.734476863,-0.339824525,-0.114243685,-0.415244756,-0.073764725,0.735448002,-0.07775148,0.376856822,-0.38697901,-0.407293841,-0.406082312,FALSE,FALSE,1,0,-0.805414881
1336,ftes_1hour,2/5/2025 13:00,2025-02-05T13:00:00,-0.327048874,0.734557339,-0.340051578,-0.113374474,-0.415115974,-0.072486002,0.735563499,-0.077216048,0.377904641,-0.387121655,-0.40724494,-0.40565671,FALSE,FALSE,1,0,0.015470394
1337,ftes_1hour,2/5/2025 14:00,2025-02-05T14:00:00,-0.326678975,0.734204562,-0.340352512,-0.114441761,-0.415143094,-0.073424908,0.735060679,-0.077286509,0.379744712,-0.386390646,-0.40727662,-0.406004826,FALSE,FALSE,1,0,-0.035235073
1338,ftes_1hour,2/5/2025 15:00,2025-02-05T15:00:00,-0.327778217,0.735547678,-0.340334245,-0.129689899,-0.414953352,-0.072753185,0.737547648,-0.077005714,0.381086609,-0.387899026,-0.407460984,-0.405726514,FALSE,FALSE,1,0,-0.044973583
1339,ftes_1hour,2/5/2025 16:00,2025-02-05T16:00:00,-0.329160491,0.735923082,-0.34030057,-0.133389272,-0.4149101,-0.071788528,0.736919504,-0.073843742,0.382023409,-0.388067479,-0.407640022,-0.407071701,FALSE,FALSE,1,0,-0.010461605
1340,ftes_1hour,2/5/2025 17:00,2025-02-05T17:00:00,-0.329458018,0.734958156,-0.340242739,-0.117835649,-0.415065327,-0.073690526,0.735243374,-0.075803472,0.382368703,-0.38876862,-0.407440449,-0.408540959,FALSE,FALSE,1,0,0.117186786
1341,ftes_1hour,2/5/2025 18:00,2025-02-05T18:00:00,-0.327957082,0.733410173,-0.340321228,-0.11234876,-0.415299051,-0.075366457,0.73657141,-0.07730814,0.381537188,-0.38669421,-0.407169494,-0.409368041,FALSE,FALSE,1,0,-0.038054586
1342,ftes_1hour,2/5/2025 19:00,2025-02-05T19:00:00,-0.327019132,0.733260479,-0.340386553,-0.112382029,-0.41531369,-0.074484975,0.736979636,-0.076234803,0.381835693,-0.386241564,-0.407077278,-0.407832212,FALSE,FALSE,1,0,-0.006394443
1343,ftes_1hour,2/5/2025 20:00,2025-02-05T20:00:00,-0.325907772,0.732275156,-0.340368495,-0.112618964,-0.415286804,-0.073926043,0.736929028,-0.073023715,0.382023689,-0.386276011,-0.407098374,-0.407080406,FALSE,FALSE,1,0,-0.03279744
1344,ftes_1hour,2/5/2025 21:00,2025-02-05T21:00:00,-0.3267173,0.731872109,-0.340333443,-0.111272305,-0.415296074,-0.073355365,0.736709406,-0.071712101,0.383051994,-0.386465743,-0.407090039,-0.406845856,FALSE,FALSE,1,0,0.017483713
1345,ftes_1hour,2/5/2025 22:00,2025-02-05T22:00:00,-0.32793089,0.731906551,-0.340182677,-0.10951498,-0.415333051,-0.072315304,0.736140684,-0.072113789,0.383554934,-0.386728079,-0.407139582,-0.405724842,FALSE,FALSE,1,0,-0.001628937
1346,ftes_1hour,2/5/2025 23:00,2025-02-05T23:00:00,-0.325435211,0.732297002,-0.340024078,-0.107116952,-0.415350383,-0.074012065,0.73693241,-0.071711629,0.384364076,-0.386864563,-0.407097153,-0.404914001,FALSE,FALSE,1,0,0.005083755
1347,ftes_1hour,2/6/2025 0:00,2025-02-06T00:00:00,-0.325275782,0.733373937,-0.340522126,-0.10162848,-0.415467295,-0.078513622,0.738051856,-0.072416522,0.385044951,-0.386765795,-0.406982173,-0.404335903,FALSE,FALSE,1,0,0.244728163
1348,ftes_1hour,2/6/2025 1:00,2025-02-06T01:00:00,-0.326140121,0.733540249,-0.340066846,-0.101292403,-0.415378233,-0.074617663,0.73750144,-0.07415868,0.385721197,-0.386636373,-0.407073316,-0.404795639,FALSE,FALSE,1,0,-0.007586359
1349,ftes_1hour,2/6/2025 2:00,2025-02-06T02:00:00,-0.326297674,0.733371161,-0.340082697,-0.100662962,-0.415339341,-0.073224763,0.736432091,-0.073391748,0.385771569,-0.386890767,-0.40705313,-0.40549232,FALSE,FALSE,1,0,0.038378669
1350,ftes_1hour,2/6/2025 3:00,2025-02-06T03:00:00,-0.32662677,0.733507813,-0.340139644,-0.103710481,-0.415307142,-0.07285957,0.736305652,-0.074015233,0.386116841,-0.387058441,-0.407036984,-0.406074859,FALSE,FALSE,1,0,-0.015678733
1351,ftes_1hour,2/6/2025 4:00,2025-02-06T04:00:00,-0.326711997,0.734019869,-0.340177864,-0.101744561,-0.415293651,-0.073125126,0.737067193,-0.07518501,0.385698774,-0.38650743,-0.407016784,-0.405241063,FALSE,FALSE,1,0,-0.218800691
1352,ftes_1hour,2/6/2025 5:00,2025-02-06T05:00:00,-0.326791433,0.734067575,-0.340069797,-0.101648494,-0.415356178,-0.074576205,0.736927626,-0.074937339,0.385932344,-0.386595096,-0.407020926,-0.405025047,FALSE,FALSE,1,0,-0.022409252
1353,ftes_1hour,2/6/2025 6:00,2025-02-06T06:00:00,-0.326077451,0.733881991,-0.340131456,-0.101626755,-0.415397979,-0.073717444,0.737170137,-0.075187639,0.385231481,-0.386761025,-0.40704017,-0.403871579,FALSE,FALSE,1,0,-0.010038284
1354,ftes_1hour,2/6/2025 7:00,2025-02-06T07:00:00,-0.326379008,0.732957303,-0.340092393,-0.099838092,-0.415447096,-0.073213694,0.736082671,-0.074900852,0.38611441,-0.386798488,-0.407110383,-0.404554385,FALSE,FALSE,1,0,0.110766482
1355,ftes_1hour,2/6/2025 8:00,2025-02-06T08:00:00,-0.326795525,0.732946714,-0.340096616,-0.098355385,-0.41538783,-0.074337387,0.735987746,-0.074587731,0.387183356,-0.386908672,-0.40707639,-0.404902182,FALSE,FALSE,1,0,0.000325094
1356,ftes_1hour,2/6/2025 9:00,2025-02-06T09:00:00,-0.326623564,0.733024291,-0.340058643,-0.095843049,-0.415352194,-0.074386054,0.735601584,-0.074395585,0.387493759,-0.387066762,-0.407026279,-0.404988884,FALSE,FALSE,1,0,0.015786074
1357,ftes_1hour,2/6/2025 10:00,2025-02-06T10:00:00,-0.32767018,0.732420614,-0.340044407,-0.096001132,-0.415351268,-0.074460517,0.7352249,-0.074355008,0.387954982,-0.387232099,-0.406953229,-0.404455735,FALSE,FALSE,1,0,0.02034962
1358,ftes_1hour,2/6/2025 11:00,2025-02-06T11:00:00,-0.326641689,0.733124161,-0.340095894,-0.095889294,-0.415426557,-0.074940214,0.735852909,-0.074570536,0.388225177,-0.387073526,-0.406942203,-0.405345496,FALSE,FALSE,1,0,0.024245361
1359,ftes_1hour,2/6/2025 12:00,2025-02-06T12:00:00,-0.327406729,0.732345934,-0.340215873,-0.097008929,-0.415429646,-0.073679286,0.735757622,-0.075656113,0.388788073,-0.386449275,-0.406964388,-0.405264877,FALSE,FALSE,1,0,0.03634573
1360,ftes_1hour,2/6/2025 13:00,2025-02-06T13:00:00,-0.326465608,0.732076976,-0.340190679,-0.096315191,-0.415489949,-0.074526324,0.734623273,-0.075206634,0.38924676,-0.386696898,-0.406979198,-0.405586312,FALSE,FALSE,1,0,-0.01097734
1361,ftes_1hour,2/6/2025 14:00,2025-02-06T14:00:00,-0.325629662,0.732642245,-0.340128699,-0.09526488,-0.415454713,-0.072711082,0.735701178,-0.075698781,0.388939634,-0.386736232,-0.406939996,-0.405452609,FALSE,FALSE,1,0,0.023960049
1362,ftes_1hour,2/6/2025 15:00,2025-02-06T15:00:00,-0.326437146,0.733146454,-0.34014626,-0.094814716,-0.415462564,-0.076141554,0.735621126,-0.075743483,0.387906483,-0.386734988,-0.406932934,-0.405177005,FALSE,FALSE,1,0,-0.023275904
1363,ftes_1hour,2/6/2025 16:00,2025-02-06T16:00:00,-0.326516789,0.732052455,-0.340180157,-0.095513288,-0.415442276,-0.075588118,0.734840433,-0.075107456,0.387765364,-0.387002331,-0.407037647,-0.405171862,FALSE,FALSE,1,0,0.498275774
1364,ftes_1hour,2/6/2025 17:00,2025-02-06T17:00:00,-0.325623948,0.731862301,-0.340334967,-0.095218685,-0.415459855,-0.075755703,0.73513308,-0.074606984,0.387168822,-0.386960263,-0.406968841,-0.40577942,FALSE,FALSE,1,0,-0.008333084
1365,ftes_1hour,2/6/2025 18:00,2025-02-06T18:00:00,-0.325906358,0.731751173,-0.340190905,-0.096078148,-0.41551425,-0.07344974,0.734089869,-0.074429518,0.386867837,-0.387458875,-0.406964208,-0.406083016,FALSE,FALSE,1,0,0.013692816
1366,ftes_1hour,2/6/2025 19:00,2025-02-06T19:00:00,-0.325927486,0.731654313,-0.340259425,-0.094404887,-0.415487558,-0.075338434,0.734555262,-0.075133241,0.386790632,-0.387510192,-0.407000363,-0.405817035,FALSE,FALSE,1,0,0.165901323
1367,ftes_1hour,2/6/2025 20:00,2025-02-06T20:00:00,-0.326142561,0.732293324,-0.340418412,-0.09341922,-0.415536299,-0.074932632,0.734027991,-0.076352017,0.386951382,-0.386780399,-0.407014879,-0.405725354,FALSE,FALSE,1,0,-0.10850257
1368,ftes_1hour,2/6/2025 21:00,2025-02-06T21:00:00,-0.325592348,0.733042348,-0.340329265,-0.092165333,-0.415518029,-0.076778756,0.733410508,-0.077533484,0.386722926,-0.385845112,-0.406967919,-0.406604684,FALSE,FALSE,1,0,0.048842693
1369,ftes_1hour,2/6/2025 22:00,2025-02-06T22:00:00,-0.325089259,0.733263377,-0.340141021,-0.092642147,-0.415499171,-0.076292652,0.733686426,-0.077368396,0.386545792,-0.385932904,-0.406915164,-0.407408007,FALSE,FALSE,1,0,0.015357862
1370,ftes_1hour,2/6/2025 23:00,2025-02-06T23:00:00,-0.326263477,0.732607089,-0.340226404,-0.09329357,-0.41553252,-0.076835712,0.733346778,-0.075310266,0.387970217,-0.386664716,-0.406959835,-0.407521985,FALSE,FALSE,1,0,0.019700426
1371,ftes_1hour,2/7/2025 0:00,2025-02-07T00:00:00,-0.326490927,0.732939213,-0.340347489,-0.095154349,-0.415440175,-0.07626804,0.734118254,-0.076505097,0.38762574,-0.386791892,-0.406937964,-0.407682912,FALSE,FALSE,1,0,-0.053629956
1372,ftes_1hour,2/7/2025 1:00,2025-02-07T01:00:00,-0.325438842,0.733081471,-0.340327653,-0.093897856,-0.415481452,-0.075663508,0.734200211,-0.076511521,0.387701467,-0.386886725,-0.406969867,-0.407147114,FALSE,FALSE,1,0,0.004312545
1373,ftes_1hour,2/7/2025 2:00,2025-02-07T02:00:00,-0.326773126,0.733858908,-0.340336111,-0.093963158,-0.415472809,-0.076144409,0.734842709,-0.075553641,0.387633147,-0.386663759,-0.406938445,-0.406875405,FALSE,FALSE,1,0,-0.021759333
1374,ftes_1hour,2/7/2025 3:00,2025-02-07T03:00:00,-0.326389001,0.733478164,-0.340310144,-0.094796542,-0.415502265,-0.078099341,0.734795736,-0.075644611,0.387497324,-0.386745331,-0.40701229,-0.407107882,FALSE,FALSE,1,0,-0.036596512
1375,ftes_1hour,2/7/2025 4:00,2025-02-07T04:00:00,-0.325882054,0.734187731,-0.340291331,-0.094975067,-0.415504237,-0.078599121,0.735594814,-0.075335131,0.387356851,-0.387063808,-0.40695878,-0.407138381,FALSE,FALSE,1,0,0.050235535
1376,ftes_1hour,2/7/2025 5:00,2025-02-07T05:00:00,-0.326301705,0.734311008,-0.340356651,-0.095090375,-0.415516201,-0.07840321,0.735501659,-0.075733234,0.387582031,-0.387436083,-0.406961256,-0.40749988,FALSE,FALSE,1,0,-0.011266959
1377,ftes_1hour,2/7/2025 6:00,2025-02-07T06:00:00,-0.326417351,0.734032241,-0.340359836,-0.09545454,-0.415546359,-0.078946278,0.734900272,-0.076017974,0.387977607,-0.387356169,-0.406948521,-0.40790841,FALSE,FALSE,1,0,0.086947011
1378,ftes_1hour,2/7/2025 7:00,2025-02-07T07:00:00,-0.325706518,0.734293397,-0.340523612,-0.095230689,-0.415559584,-0.079224483,0.735759259,-0.075958059,0.388384358,-0.387631546,-0.407013192,-0.407840515,FALSE,FALSE,1,0,0.012744753
1379,ftes_1hour,2/7/2025 8:00,2025-02-07T08:00:00,-0.326919748,0.73404049,-0.340442495,-0.095792187,-0.41560119,-0.078438114,0.735700162,-0.076301972,0.389004835,-0.386966926,-0.407018068,-0.407940444,FALSE,FALSE,1,0,0.006972536
1380,ftes_1hour,2/7/2025 9:00,2025-02-07T09:00:00,-0.327909533,0.732952844,-0.340570734,-0.099018123,-0.415592638,-0.078998104,0.735002893,-0.074033083,0.388891205,-0.386905949,-0.407069768,-0.407721943,FALSE,FALSE,1,0,0.039310502
1381,ftes_1hour,2/7/2025 10:00,2025-02-07T10:00:00,-0.326703245,0.731623326,-0.340670507,-0.098895132,-0.415582403,-0.078790517,0.733877349,-0.074157789,0.388225415,-0.387159021,-0.407094736,-0.407764774,FALSE,FALSE,1,0,-0.040626298
1382,ftes_1hour,2/7/2025 11:00,2025-02-07T11:00:00,-0.32566632,0.731055428,-0.340513767,-0.100225494,-0.415508208,-0.077957958,0.732612341,-0.075507151,0.38700679,-0.387520571,-0.407092267,-0.40771322,FALSE,FALSE,1,0,-0.020488692
1383,ftes_1hour,2/7/2025 12:00,2025-02-07T12:00:00,-0.325096088,0.731311902,-0.34062411,-0.098365849,-0.415507819,-0.078854184,0.732965981,-0.075534584,0.385907817,-0.387448381,-0.40709019,-0.408002777,FALSE,FALSE,1,0,0.015736537
1384,ftes_1hour,2/7/2025 13:00,2025-02-07T13:00:00,-0.326047859,0.730881102,-0.340451195,-0.096665408,-0.415494547,-0.078184881,0.733047944,-0.075654118,0.384693992,-0.387538505,-0.407064083,-0.408754437,FALSE,FALSE,1,0,0.015840368
1385,ftes_1hour,2/7/2025 14:00,2025-02-07T14:00:00,-0.325766635,0.732096594,-0.340588056,-0.096624875,-0.415613129,-0.078924319,0.73210318,-0.077586911,0.382246235,-0.386156012,-0.407041985,-0.408414112,FALSE,FALSE,1,0,0.156373091
1386,ftes_1hour,2/7/2025 15:00,2025-02-07T15:00:00,-0.325516238,0.733063526,-0.340502531,-0.095403205,-0.415673289,-0.079705799,0.730950253,-0.074318248,0.380983803,-0.385123551,-0.407016088,-0.408104834,FALSE,FALSE,1,0,0.139647219
1387,ftes_1hour,2/7/2025 16:00,2025-02-07T16:00:00,-0.325680346,0.732241271,-0.340523808,-0.092054832,-0.41570522,-0.079222949,0.730309139,-0.075110583,0.383631856,-0.385409456,-0.406879351,-0.406949731,FALSE,FALSE,1,0,0.181370943
1388,ftes_1hour,2/7/2025 17:00,2025-02-07T17:00:00,-0.325227953,0.732504767,-0.340569944,-0.094592998,-0.415739383,-0.080105483,0.731040076,-0.07420607,0.383051315,-0.385515043,-0.406858466,-0.408446182,FALSE,FALSE,1,0,0.020555135
1389,ftes_1hour,2/7/2025 18:00,2025-02-07T18:00:00,-0.325396492,0.73254155,-0.340552945,-0.095825618,-0.415664784,-0.079259675,0.732178414,-0.075084167,0.381093947,-0.384937139,-0.407034046,-0.40814339,FALSE,FALSE,1,0,-0.008524355
1390,ftes_1hour,2/7/2025 19:00,2025-02-07T19:00:00,-0.326542597,0.732166592,-0.340625707,-0.09585508,-0.415624094,-0.080174022,0.731907145,-0.07574228,0.381994855,-0.384695314,-0.407061165,-0.408927476,FALSE,FALSE,1,0,0.011283519
1391,ftes_1hour,2/7/2025 20:00,2025-02-07T20:00:00,-0.326113568,0.732476902,-0.340153323,-0.096028514,-0.415652655,-0.080222906,0.732410153,-0.074952288,0.382171188,-0.384590142,-0.406980005,-0.409065377,FALSE,FALSE,1,0,0.025670008
1392,ftes_1hour,2/7/2025 21:00,2025-02-07T21:00:00,-0.326313095,0.733319665,-0.34016088,-0.095654371,-0.415682606,-0.0794529,0.731824858,-0.075433098,0.381250776,-0.385023053,-0.407007337,-0.409503868,FALSE,FALSE,1,0,-0.153998131
1393,ftes_1hour,2/7/2025 22:00,2025-02-07T22:00:00,-0.326496625,0.733102537,-0.3401701,-0.095608761,-0.415775397,-0.080814703,0.731760608,-0.075132745,0.381010803,-0.384784877,-0.406972289,-0.409241623,FALSE,FALSE,1,0,0.042368196
1394,ftes_1hour,2/7/2025 23:00,2025-02-07T23:00:00,-0.326626287,0.732443463,-0.340162213,-0.096002158,-0.415701976,-0.080548501,0.731184899,-0.074857806,0.380421497,-0.38496575,-0.40694249,-0.409774864,FALSE,FALSE,1,0,0.184007548
1395,ftes_1hour,2/8/2025 0:00,2025-02-08T00:00:00,-0.322607524,0.733571737,-0.341043132,-0.09756186,-0.415885315,-0.088471994,0.731299467,-0.07536199,0.380354764,-0.38480627,-0.406786158,-0.409605935,FALSE,FALSE,1,0,0.009598103
1396,ftes_1hour,2/8/2025 1:00,2025-02-08T01:00:00,-0.327745329,0.732512681,-0.340618658,-0.094447715,-0.415709749,-0.079787641,0.730770823,-0.074747792,0.379351278,-0.38482021,-0.406941779,-0.409469943,FALSE,FALSE,1,0,0.006887999
